order_id,refund_date,refund_amount,refund_reason
77e4da3755c479aac3d6f7f2a5e94516,2018-02-25,99.99,late_delivery
578daeebdebcc19bd2dcba1f6b06b3ce,2018-06-05,39.09,cancelled_customer
1aa78d3a94e9d8054d63fd230c076bf6,2017-11-27,299.99,late_delivery
a5d3eeeb605f6e2ce95e590543148234,2018-05-21,157.89,cancelled_customer
2e233dded5d8af5e2baa5c1fca89a6c6,2017-12-12,159.9,cancelled_customer
9eaec2635ebf99416ead21c62ef53f67,2017-12-22,49.9,late_delivery
db7a9e1d2cbac54cc7ead44f1ae8535c,2018-03-02,176.99,late_delivery
3caf6c286c8cde37ea9c0fb2da0e3169,2018-06-22,47.4,late_delivery
e317f41180b8a6fa3ce86b6fba6ac3fa,2018-07-08,119.0,late_delivery
3a73a24fa6a0d8ffd462fb4bb62e66fc,2017-12-24,73.49,product_defect
51879b7474407f56048b6c36cc3e263c,2018-07-28,85.56,product_defect
385408894abaef5ea2b48046ca02f823,2018-03-01,29.9,wrong_item
a5dfe2f94a7c8cb55a435a6ed9fc2c12,2017-05-13,64.99,wrong_item
5662e7f8bbc6abe55e104ac06994a731,2017-10-06,18.87,cancelled_customer
7e4d4a50dc999bcf59d2e055db0f4b37,2018-01-14,59.9,late_delivery
d7ebfa9a59497087b6f2383f00689fcf,2017-11-10,49.0,late_delivery
bcaa7f7240deb32b0410ee6cc085d9b4,2018-08-18,128.0,late_delivery
21c9855588b3946347dcaa1f159edcd8,2018-06-16,4.9,product_defect
b5eb3252f8e5ded7044d176ed49e2ecb,2018-06-03,429.0,cancelled_customer
5f8772295e1adb4e4832c988d6b631b6,2018-03-25,129.0,late_delivery
22caa724849d26dec4cd73ffc70bc133,2018-07-01,23.1,cancelled_customer
76ae7f8d0104f4808d4a93f4b81661d7,2018-02-08,23.31,late_delivery
dfa1e5a290276c05629e2d4180ce6aff,2017-03-23,30.98,cancelled_customer
d33a24a5ea67f8f5a06b0a32e53f3acf,2017-05-29,63.0,late_delivery
c8c002c98c3b0b4d4136b84f76f635a8,2018-02-05,106.64,late_delivery
07bebe0626c8053ad425381fe0882655,2017-09-26,59.9,late_delivery
d5d0829757e3f168a603b3c272d96fff,2018-03-11,31.35,late_delivery
0ea322b0cc5c5a359a4b83e2cae08390,2017-05-02,18.99,late_delivery
377627ea55b004e8d55a2af17ba3c0e1,2018-05-27,86.62,wrong_item
989829039549b9b62b547646ee72c034,2018-02-25,28.55,product_defect
0739104e30e20de6c0956c0889a9b9dc,2018-08-28,251.61,product_defect
3772bd82db6b988f9a7008bdb3a4b729,2017-09-07,99.0,late_delivery
ece3ab91bd67ba73563dd0468fc3bde2,2017-09-16,207.5,product_defect
f6806cb575dffe2dd24873502bc0b413,2018-07-03,137.9,cancelled_customer
e1cbc1e8c3204aaecc891d1392f7b4d7,2018-01-17,399.0,cancelled_customer
a7b984cb7dba04216ef3408f9fdc724f,2018-02-23,129.9,cancelled_customer
c000556923c9e9f96eb1121213f153b0,2017-12-02,89.99,product_defect
544bad401327a8f0de6786c7ccd73c8b,2017-05-13,249.99,product_defect
c0cb48c270009fc128318b2f9eda3bec,2018-04-26,61.9,wrong_item
38ac62af1b354671501c9bbfc55bf187,2018-02-12,271.25,product_defect
faa72e2db68f17d71fa5c725cafc53ad,2018-04-19,102.9,cancelled_customer
338be6220254203898339bb8b6021138,2018-05-27,107.8,late_delivery
2282f08c7a3e5bc3e7b84bb444d6e1e6,2018-04-23,17.7,late_delivery
b62490833ad4da4f0f696c9358737651,2017-11-07,42.1,cancelled_customer
8fad1f3654133d30218cd4b6fae827ee,2017-06-30,36.02,product_defect
84d1f58195cae334b50f9088b38b3495,2017-05-08,42.9,wrong_item
44259226d73d340f929777553ecf199b,2018-04-03,198.38,product_defect
3b9de7cf25713aac3ab7e5cc48d83983,2017-07-23,115.0,late_delivery
d7ebe26f7b9c7600c40edd2b0edc7afc,2017-06-01,7.51,cancelled_customer
1dd524259037e53865e1fbee3697183b,2017-06-27,269.99,cancelled_customer
c4ed5db53397cdd0f24bb4ba48f769f8,2017-07-05,15.0,product_defect
c9abb9f3b4b71b87bfbc5645a02cf8cc,2018-04-25,159.8,late_delivery
b2b86f50f1d5ec8763fc9fc6894ac6c4,2018-08-06,7.28,cancelled_customer
a711032f5b2df3b039238b1a273076b8,2018-04-09,149.0,cancelled_customer
ec34ce0f06a9a35ebf0f0496d595bc84,2018-03-08,99.9,late_delivery
f0cb299a9702d7db4e501895d61d2baf,2017-06-20,56.6,late_delivery
edd3d7495d5177045823010a1f6ac22a,2018-06-21,79.8,product_defect
b0200f320613faea21c999a90efa28ab,2018-02-18,59.99,late_delivery
cecccaa359491439461332bbb0dad3d5,2018-03-09,149.9,product_defect
f7198d6fd9c02f8d7f7646b213376ddf,2018-02-27,27.9,product_defect
042649285cd08ef7c546445419b43407,2018-03-17,36.88,late_delivery
22a1a580ac153c5e2f469d27ad6a4e3d,2018-04-24,88.99,product_defect
4f62d593acae92cea3c5662c76122478,2017-07-22,13.99,late_delivery
edc9fcd5f5ab3aa69901aa991026ee0c,2017-06-07,29.44,late_delivery
540544251975ba4515aebe0ac8525067,2017-06-26,44.0,cancelled_customer
d4e413e096efb5d9b209b28ac79c62b7,2018-07-06,15.9,product_defect
afc164a698c08de061cc7173650121fa,2018-02-26,20.38,product_defect
3eb08a4c95b522bed075ec059ad858ab,2018-08-20,61.65,product_defect
317c2c773295f70b67e5511ccd55f81c,2017-08-14,104.82,wrong_item
115cf7c242febcbed832ad6d631db40e,2017-05-23,46.2,wrong_item
4cf6bc9c5e6ff30151bfb6f92f791b28,2017-07-07,29.7,late_delivery
2f6e1ce2926b6a1f5f9ea11d94b58cb0,2017-06-05,71.82,late_delivery
60218eecf87eaeb58657769f328f2726,2017-09-12,119.9,late_delivery
c6c17394464f987209982d3f1423f068,2018-05-25,139.8,wrong_item
2c5871f32e23db4f41bf1c58df2f1bee,2017-10-14,18.44,cancelled_customer
13cde3630a835cffb389eee14cbc0e1a,2018-03-09,49.9,late_delivery
825c221a4e981f278e9c5ec6ead83a3f,2017-07-13,73.9,late_delivery
a67f04f0a3022835f86664a0070fe36e,2017-07-26,68.0,late_delivery
0a15572811e0bc23e2963de1cdf344f0,2018-05-01,51.18,cancelled_customer
1389d3b1fab26d87e40c382d11a8ac3c,2018-08-27,38.79,late_delivery
fa2de0086db43d394d58f69a111f8f69,2018-06-11,27.19,late_delivery
6c27984bddb654e222cd1b9a238d2e74,2018-05-25,35.9,cancelled_customer
e19a8635d806af6ae2d20b3de998b0c8,2017-10-17,98.9,product_defect
a6f118bcb8721211afbb36e4a1e63610,2018-08-27,199.9,product_defect
943dc313319b98a46f1aa70d59b68715,2018-07-05,203.63,cancelled_customer
360d1b0085f85a626f77b5fe558e8ae8,2018-08-01,69.99,product_defect
26543fb8b34f4547bcbbd431f998ee76,2017-11-16,89.9,late_delivery
bd34db34f886a82d2f7e9214b6fd01e0,2018-01-17,159.9,late_delivery
f2120851611e040d268c3be41ac51228,2017-09-20,39.9,cancelled_customer
0c91c4102d1858f4ced29970f55e54a0,2017-03-13,45.9,product_defect
479715da59efdc67c1722f985a94d18c,2017-09-11,27.9,late_delivery
4cddfa3db1f20697139ba4a46c4fd399,2017-07-27,10.13,cancelled_customer
14e3b02a42f36ad7bdcdc8a0df427be3,2018-03-16,53.99,product_defect
a820e4b8830258a148d161ba6d8bf419,2017-06-21,26.0,product_defect
0c5c8063a673f3c44b6499053e534ccb,2018-01-12,122.99,cancelled_customer
636f0241ddc83a3b9e37a8088167bd45,2017-10-29,274.99,cancelled_customer
afd1ca4a245a9a04d0f8d5dc1ccb7ed3,2018-04-30,39.0,cancelled_customer
27d6233886151ecc1ed368ce120ec5cf,2018-05-19,215.9,cancelled_customer
2fc4ba497db1306b9048aceaf0f7e5a9,2017-10-06,187.57,product_defect
3d4bfa3de7e617f61d1ee3c87e95b204,2018-06-10,135.0,late_delivery
0452166f3b0d8e378179ecea1efdfe05,2018-08-20,59.9,product_defect
b8fba4dc6ff421731ed01f46c701084a,2018-01-13,12.98,late_delivery
b3e2b81932a8bc32dfffd128937c3c5e,2017-07-15,205.0,cancelled_customer
8a2d731a57d62d23bbf9556f80343140,2017-06-15,31.75,late_delivery
f939e2a89376e44158657a15465cacce,2018-01-18,80.02,late_delivery
8b50d4c9560cac1625c6fd9f536fc780,2018-05-03,1700.0,late_delivery
5620e57611d71ee82bf1b40183f57bdf,2018-02-22,20.02,late_delivery
0724cc371750e7fdfe769d2a8bdd5b92,2018-01-23,159.0,cancelled_customer
a52e6fa2d7c6ecaf73ff5f7f10438339,2017-01-31,189.0,late_delivery
f97b2bdfbaca9c2f04722d8cbc8cc8a5,2018-08-18,172.0,cancelled_customer
09fd9b0402ed675bbd1ee1e81171ac7c,2018-08-30,144.9,cancelled_customer
19230cac8f45f89fc992b4048422b72e,2018-03-03,74.99,wrong_item
8bca89b4311c48e6e6a22acd5cebd242,2017-03-30,77.0,product_defect
cca0fdbe32d86d386a95c02433412640,2018-07-04,149.0,late_delivery
243312dbb316253ab77bb0140d94803c,2018-03-28,180.34,cancelled_customer
8628cf35f313fe2e46a2168f21860031,2017-11-26,299.99,late_delivery
65a9d3006386a380f4b594577a01cef0,2018-01-30,339.98,product_defect
dc078338903735916fab84f036188dcc,2018-04-25,75.0,cancelled_customer
bb95c9f509ff2da87b6015a0d9046f0f,2018-05-11,68.99,late_delivery
853927b32b0ebc007ece729a314338cd,2018-01-30,179.0,late_delivery
f33aa647f08ec9623c76b6212be92333,2017-05-27,35.69,cancelled_customer
c8426a2c3cc5c11e8aa0789c3238d4d9,2017-10-24,17.78,cancelled_customer
99f10393ec3328b3b416a154afd5d714,2017-07-22,44.48,product_defect
8304f049f874798b19276d475a0b1851,2017-12-11,13.65,late_delivery
c5ba516dae0f7c34ba8ad92dad570249,2018-08-31,51.9,late_delivery
bb102364b6a29f9f8683f21e5825595a,2018-01-28,5.01,late_delivery
f65681ae52bf95372fcd66c697752f3d,2018-06-26,12.47,product_defect
5001ef7f5cc08023f39a4f6b7c09b5f5,2018-05-24,44.67,cancelled_customer
1e2b94b476c8738fbc5aed69524f2da4,2017-08-18,41.99,cancelled_customer
b1d045cd447d2961b72e0d67c18f5d94,2017-06-16,75.11,late_delivery
ea1857c97012fbeb3b4babd5892ebc7a,2017-06-04,129.0,cancelled_customer
e0043b9e113bdc5f84b14893d62e00ac,2017-12-05,159.0,wrong_item
0ca1bac7f133e0eced641bff853f52ea,2017-11-10,45.9,wrong_item
4ce0d39282d4d45834a51b1ca7fbb311,2018-02-06,9.35,product_defect
37c8cbbb816470ceb8a3026653cf3d3c,2018-03-12,43.89,wrong_item
d43d694cf81ca89d8e50c6f3c199f0de,2018-01-31,19.9,late_delivery
7e28a3542ea8306e42298ea3718222ee,2017-12-25,149.98,late_delivery
00fc308dd7f0937682698becaa9dcc45,2018-08-23,40.23,cancelled_customer
ca7296a83aa279afb28c2388a4f48891,2018-02-21,89.99,late_delivery
a95f8f8384a13be626e06154468a9200,2018-02-25,29.9,cancelled_customer
33c1911ef3652a03c6cb098b9399b1d3,2018-07-17,55.56,late_delivery
c6c96aae858cf470816e5080de363e47,2018-07-29,43.58,late_delivery
f00c74caaa25430b1fa361c158e8996a,2018-05-23,137.2,late_delivery
546c8958ff67b28473cf140ec32a5a91,2017-12-03,22.12,cancelled_customer
a25b9ed9a3a53f53489c105482625129,2018-06-24,369.0,product_defect
6699d7eb202a80ad0dd024134fe5ed60,2018-01-28,19.9,cancelled_customer
95de62498e177002f6ef1949e2e788ea,2018-02-12,39.0,late_delivery
7e09cc861487709e81e6c729d2635208,2017-12-10,54.9,product_defect
083ade26303c53b4aa1c779b67d44485,2018-06-13,24.06,wrong_item
a1e393fb70c2916de4f93974682521a0,2017-04-13,38.81,product_defect
5cc6d864fa9e1a90eaf5207737549ffc,2017-11-20,100.12,late_delivery
32f7f9fd01c6b5592202b48442caa441,2017-08-23,8.96,cancelled_customer
f51cb113ad5e21bc6d8082bc824fb25e,2017-02-20,179.0,late_delivery
51c064ec2d79d398b30db3f8e1de8ec8,2017-05-08,20.0,product_defect
d8d8abd9a4aa1b36575678bdf5e9d23e,2017-03-25,159.79,late_delivery
0510f632b86f01064ebbde67deb63bb5,2018-07-01,60.82,late_delivery
2d5a9031ce30f2732d18bb3722b887a4,2017-05-29,69.9,cancelled_customer
72c81a6a9dcf354f87393c361caa13ce,2018-07-26,150.0,wrong_item
19aeea45917083f03541b7d11afc8e2b,2018-06-23,109.9,product_defect
7b4cc813e327ec14c78f547a763f46b8,2018-03-14,369.9,cancelled_customer
0eb43791d78d71f1098d5cb2b46e4c7b,2017-04-05,147.48,cancelled_customer
6b751a27edaaa33537b2e893d7fd18ce,2018-02-08,29.9,late_delivery
c263f74f0ce9f6d9e0f4608a22a67dfd,2018-05-14,56.97,product_defect
7f922477f06db4ab69f6f173f439088e,2018-06-10,34.99,cancelled_customer
56430e0b9968b381942760e433583b27,2017-03-05,13.06,wrong_item
8d23fb4e17833d8bf866d3ae3481a3cd,2018-07-31,220.64,wrong_item
e9977cc6d0f97447ef0f4fcc2e082fc8,2017-02-14,44.96,cancelled_customer
e504f586e9ffc862cad95482af740af4,2017-04-13,59.9,late_delivery
8bfc859f734def7a579d24fe9b618da3,2018-08-20,23.0,product_defect
3b1bf20520476dc7b150dd52f521e525,2017-05-28,53.9,late_delivery
778d960ed98fe278fca42ee20d002b1f,2018-05-06,53.9,late_delivery
39c438f2a835b25cd51bbd1bed5d089e,2017-12-23,319.0,cancelled_customer
7deb5565bced95f67ceac6f5dc57d4f4,2018-01-30,12.77,cancelled_customer
654236657c61378a35416f08170ff0ad,2018-02-22,57.98,cancelled_customer
e6d3b5b66f40a99ac01da49f4c543e36,2018-04-24,48.34,product_defect
7645406942825a748f5db38c177b0a5e,2018-01-18,105.9,product_defect
2939b6d48c2488e276205bc547c56aac,2018-01-14,179.9,late_delivery
5ad066b6e468fcd60b0d871bfa99112a,2018-02-01,57.03,late_delivery
b4c45d4cc2a2e24e10d4e20bae928819,2018-03-11,13.65,late_delivery
fb66173878dcc988e4e3e1151901b298,2018-02-06,109.9,late_delivery
53b48de8c162b1a00ace27c3c0a9b148,2018-08-05,16.88,cancelled_customer
09a0d7c2cc6f652acd3537e7a91c7000,2017-05-29,69.0,cancelled_customer
c7af2f59ff42f4410a1739111dbea489,2017-07-03,34.93,cancelled_customer
22df89b611e2a03b4957043cf949e51f,2018-08-28,55.0,cancelled_customer
82b1c20e33da405ba22cded4ff91d160,2018-02-17,24.99,late_delivery
1c4b283e95602be28c975207016558f1,2018-08-03,8.03,product_defect
d95c203ba62b39ad3c3a2df8d5e7c052,2018-03-06,29.9,cancelled_customer
3785ffb02b0b201a23df7daf357c271d,2017-10-10,44.99,late_delivery
832c61671b530bdc7d56880581bc2146,2017-09-22,89.9,late_delivery
38b80ac02e3ce34b306483fc57a33bc5,2017-03-26,24.9,cancelled_customer
cd323a618a599ad1cedaeb75d1d5b8fd,2018-02-13,139.9,cancelled_customer
4c074254980764fecff977c97ce88c4d,2017-12-18,16.89,late_delivery
07440dff5293ea24c5fac25a473c2eef,2018-04-06,75.0,late_delivery
4abd25ff34f0b324cadc39a6529b05c8,2018-04-07,54.66,cancelled_customer
dc15d43ae100ecc5bac78d9e974af643,2018-08-27,39.0,cancelled_customer
cd24256f456d55df11e3049017c86d05,2017-11-17,142.5,cancelled_customer
ca786c07fdbcd2a6beb42eab64c23a3e,2018-04-04,10.49,product_defect
fb469bc8a14b598d891a004c34546078,2017-12-04,19.9,cancelled_customer
92f4f749aa508d58dee50d9ccdb6c9dd,2018-07-26,43.9,cancelled_customer
4ed3b57567c08a15c71665d759230b6f,2017-12-17,19.15,late_delivery
699b7692e65138e6874b4c6f42202974,2018-03-16,17.11,late_delivery
a5849d6f70582d4c5217bac6616a45fa,2018-08-21,59.0,cancelled_customer
0bc16cf0c58995bbc893af2e151534d0,2018-06-06,415.7,late_delivery
def90fc6c7d21d34a14af3d6e4d866b6,2018-04-20,179.9,product_defect
ad9259e8a14df6ee75201925f28d4a8f,2017-09-02,69.9,product_defect
99316aecfb3e31190e43714f7643a49b,2018-05-24,27.08,product_defect
5b7aed674843fc9b20d1c4cef543a761,2018-05-12,20.37,late_delivery
309de5faf9baa8961fd068f3f4e44dcd,2018-02-14,20.13,product_defect
45881387721786e660460cd8bfcb2010,2018-04-26,89.99,cancelled_customer
42769a5163a34297f4458dbccf206b36,2017-08-31,99.99,wrong_item
4d34da0824213ee7962a5c5ed32b3f51,2018-02-22,29.0,late_delivery
c0364ee18a0b18e6da5e7754cf4f4e8a,2018-02-24,74.9,product_defect
9292a5004e4adeb999700abae47eb13b,2018-06-02,109.9,cancelled_customer
5cf925b116421afa85ee25e99b4c34fb,2017-02-27,79.99,wrong_item
e68a0761535bd432bb847f4ae7b7b4c0,2017-12-02,82.06,product_defect
99dde9a4d6ee5c602380551b002ddad7,2017-09-07,40.8,cancelled_customer
b89601b4491425014432a96e02034092,2018-02-01,24.9,late_delivery
717b5830932c155c67ba3232934a93c5,2018-08-04,140.0,product_defect
343ee80178e16012130cb0007eac5888,2017-11-28,294.0,cancelled_customer
904d1d3bf21a8c56e931f8ac05d284c6,2018-07-29,145.0,cancelled_customer
20cae0a28869a4321d8fe372731f80e0,2018-01-22,78.0,cancelled_customer
f75517cfb973c21eab8559a870263794,2017-07-15,205.0,product_defect
f05ef3ecdb7796d93e204c0a7ab76759,2018-06-07,88.04,late_delivery
d8c441318d48082352e8592142db807c,2018-02-25,72.5,product_defect
229d2824e311bf2592b6b7ce32af04a8,2018-04-26,397.79,late_delivery
f12ff3c8b8e4945b4d0331a56df6ef85,2018-04-13,118.32,product_defect
233f0d86db908dbeb6c2ae5675b31e71,2017-11-24,44.9,cancelled_customer
0c11df2b80d95b1eabdcdf3790bb3347,2018-03-22,180.5,late_delivery
cd3e9759dc483946db2133168746fddf,2017-07-04,60.05,late_delivery
6f6785dde266434130a2aa8af06a52b7,2018-06-17,84.0,cancelled_customer
af85e6e8c9f67f653b51429df7839001,2018-03-14,327.49,cancelled_customer
a162da83b66ff8c619d83b87c1de93b9,2018-08-18,170.41,late_delivery
2e4d78cc067d04eaaf791ecbfb2bc3ce,2018-04-28,89.17,product_defect
1674cd4deb921f97a794a8401ce9017b,2017-12-30,189.9,late_delivery
1fbebbbba3149f89e410951ca531cae2,2018-04-12,199.9,late_delivery
454b6ccf9f8f2c12b3a00ee763e027b9,2018-08-22,45.0,product_defect
29d3f2fc23b7f95b28dbe5e3ef783d93,2018-08-18,249.9,product_defect
249ec92a8757d3abe81210827a19f08f,2018-06-26,89.9,late_delivery
3a97b29009aa1ec54a67fd256b762b14,2017-08-16,199.7,late_delivery
008a40c2b8b21893e04945ce58854b55,2018-05-02,62.52,product_defect
ff54c442f3e9f50941a09dcf4e061e6f,2017-02-19,119.97,late_delivery
e06ff711ddcab05c3651a9b1bb003950,2017-03-07,133.05,product_defect
9e711ba681b09da30750ac0fe7a0cc3b,2017-10-10,29.9,product_defect
f23a4132d42810c7f591d372282ae3eb,2018-07-29,69.99,cancelled_customer
132ab6f8e1c86c21b064ee8832129bb1,2018-08-27,169.99,cancelled_customer
ac8b3ecc5daa5b2d54a81b3ba337bf6f,2018-03-03,72.0,product_defect
8ef3801f58da6b652a3082e1fa5b6589,2018-03-22,115.9,late_delivery
e750c043ac98c8eb957cb52789f126b0,2017-02-28,127.99,wrong_item
4cea4082bde3d6f0846e8a5537f3eeb4,2017-12-24,17.55,cancelled_customer
fea5a631859ef3c5c4a7ee9ff36096a8,2017-11-05,20.27,late_delivery
08d3b6ee17b7cb32e530f4488c3f6abf,2018-08-10,36.99,product_defect
a61bafa3b59313a79ecd7be1ca2a2477,2018-04-04,84.26,late_delivery
2e823fe077401bf3d30b8a47e324571f,2017-02-26,19.9,late_delivery
6423db30ee1e8cbd5d066f414bde1a0e,2018-04-24,109.9,product_defect
a45087c16cf11897252052baabb332c0,2017-09-10,149.9,late_delivery
737a2768fd261ef8391251a0ccbf150a,2017-06-22,48.9,cancelled_customer
5c1a7adae63c3dd38c445817f9947cf2,2018-03-29,120.0,late_delivery
0965b209e76b9ac20f7dc673c735ade3,2018-02-15,122.99,late_delivery
fa1885a7cb632c832c660cc710bae77f,2018-04-19,45.17,late_delivery
24df3585323f6a191abb565d1706daf2,2018-08-23,148.5,wrong_item
fe8568b0167c1e87d6f1dab1033c9278,2018-04-06,139.0,wrong_item
abd7d619de0d42df3a64707190c05bb6,2018-07-14,269.94,late_delivery
1527028c6f0d2ca7a42e5337dc2762e5,2018-05-22,35.9,late_delivery
b17838c714aef16bc099010feb2261ba,2018-06-28,330.0,late_delivery
91ad6a8d591e94d9e1ca998185243e2d,2017-12-21,118.0,product_defect
5b74abebfd5bc1d137d7ade71c5cfd36,2018-08-27,44.9,late_delivery
19dc396137b147d804b74b9e5bbb9875,2017-07-01,19.9,cancelled_customer
056a1317ffaefaa2dff2d9ecb54fc7bc,2018-03-05,47.5,late_delivery
f11d659584813daadb19252b9659a670,2018-03-08,41.9,cancelled_customer
a22775141b5e773fb0dec808e36bf9f4,2018-08-09,18.8,late_delivery
e6bcb00ca5426e9d00b50f8eeee367c7,2017-06-26,99.0,product_defect
f8b990617b1af31bd9e7a3d70f8dafc5,2018-08-08,399.99,late_delivery
d74cdf7dea16668a34d57964004f0e94,2018-06-21,695.9,product_defect
bc3551dbac6e56b70347f161a1c0e434,2018-04-20,149.9,cancelled_customer
ca35a20423cabbc81c577f3ffe72169d,2017-11-06,139.9,product_defect
bedc87ce363e6bf8c8868b96b2213ae4,2018-03-03,11.26,cancelled_customer
480295bd3b66aeb4f624e16dc17a7412,2018-05-22,594.9,product_defect
de76f809479b8391b6166b1448d83f3f,2017-07-06,128.82,late_delivery
c1bb3ffb1aeb6afbe42101499bd15708,2017-12-06,47.96,product_defect
ce8502b200546c12a54e51a65f313f34,2017-04-06,29.5,cancelled_customer
b38103e665600114e3155ab60ee0ef70,2018-07-30,16.07,late_delivery
d7a1546121d90a9aaae7a851291d2ac6,2017-11-22,80.0,cancelled_customer
9682a979182968d8d0b1a356f8bb330e,2017-06-05,15.83,late_delivery
f0b2da40b961baf662d31db42b3964e3,2018-01-28,59.28,cancelled_customer
63dd1232853b91debb2470c70da85dca,2017-08-28,99.99,product_defect
ad20d0dfe5b91c07df72dff0206aacd9,2017-11-10,91.8,product_defect
f29282bc8841ae8bcb88e357e9a32c57,2017-12-05,58.01,late_delivery
33cd2b3de2ec32a78518fd9a66c98641,2017-11-17,19.9,cancelled_customer
407fe646704ea7828e324c8ef7e7e616,2018-08-01,197.79,late_delivery
8f7075f9808a783f9794cf5f7e1860d5,2018-02-18,42.74,late_delivery
00275bce676303c3bfd7292aefdfa223,2017-11-28,167.35,cancelled_customer
366446679f4ddbffb2d8934f1abef1f8,2018-05-01,230.0,cancelled_customer
5c4ddbfa718a93f4b6b964b9e19472df,2017-05-04,43.72,late_delivery
4dbf5de576e0e8d18ad0932e1ed8e89d,2018-06-22,124.3,wrong_item
ad0e80cb90ad456f01f1533e4cdc1f0d,2018-02-19,117.74,cancelled_customer
43c20095b0f5f569fe0d24426cf8a7d2,2018-07-15,17.9,wrong_item
71cefe5177d8b6b11dce9fa4060f01cc,2017-08-11,40.9,late_delivery
6c04516be61ae90e04756c3290c405b7,2017-09-30,66.58,cancelled_customer
578e93018456eabf67495ce86d6e6315,2017-02-21,117.3,late_delivery
5468ed226abcf74527e93b11988e4a3e,2017-03-27,214.9,cancelled_customer
73c0786753e32171d5d1bba1e682b4ba,2017-08-19,14.9,wrong_item
